JOURNAL_ID|ITEM_NO|MAT_ID|VOLUME|QTY|PRICE|VALUE|DC_PRICE|DC_VALUE|TRANS_NO|HOSE_ID|PUMP_ID|TANK_ID|IS_OFFLINE
2056017|1|500018|18.1820|18.1820|27.5000|500.0000|0.0000|0.0000|2047989|10|4|2|False
2056018|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2047994|10|4|2|False
2056019|1|500020|16.0060|16.0060|24.9900|400.0000|0.0000|0.0000|2047991|14|5|5|False
2056020|1|500028|1.4690|1.4690|27.2300|40.0000|0.0000|0.0000|2047995|8|3|3|False
2056021|1|500028|3.6720|3.6720|27.2300|100.0000|0.0000|0.0000|2047993|8|3|3|False
2056022|1|500031|19.5770|19.5770|25.5400|500.0000|0.0000|0.0000|2047992|3|1|1|False
2056023|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2047996|10|4|2|False
2056024|1|500028|7.3450|7.3450|27.2300|200.0000|0.0000|0.0000|2047997|8|3|3|False
2056025|1|500018|1.4550|1.4550|27.5000|40.0000|0.0000|0.0000|2047998|7|3|2|False
2056026|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2047999|7|3|2|False
2056027|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2048001|7|3|2|False
2056028|1|500028|2.5750|2.5750|27.2300|70.1000|0.0000|0.0000|2048000|11|4|3|False
2056029|1|500018|3.6440|3.6440|27.5000|100.2000|0.0000|0.0000|2048002|7|3|2|False
2056030|1|500018|2.9090|2.9090|27.5000|80.0000|0.0000|0.0000|2048003|7|3|2|False
2056031|1|500028|1.8360|1.8360|27.2300|50.0000|0.0000|0.0000|2048004|8|3|3|False
2056032|1|500018|1.8190|1.8190|27.5000|50.0000|0.0000|0.0000|2048006|10|4|2|False
2056033|1|500028|2.2080|2.2080|27.2300|60.1000|0.0000|0.0000|2048005|8|3|3|False
2056034|1|500018|3.6360|3.6360|27.5000|100.0000|0.0000|0.0000|2048007|10|4|2|False
2056035|1|500018|3.6360|3.6360|27.5000|100.0000|0.0000|0.0000|2048008|7|3|2|False
2056036|1|500028|1.8360|1.8360|27.2300|50.0000|0.0000|0.0000|2048009|8|3|3|False
2056037|1|500031|39.1540|39.1540|25.5400|1000.0000|0.0000|0.0000|2048010|6|2|1|False
2056038|1|500020|20.0080|20.0080|24.9900|500.0000|0.0000|0.0000|2048011|17|6|5|False
2056039|1|500020|50.4200|50.4200|24.9900|1260.0000|0.0000|0.0000|2048012|17|6|5|False
2056040|1|500018|2.0000|2.0000|27.5000|55.0000|0.0000|0.0000|2048013|7|3|2|False
2056041|1|500020|28.4110|28.4110|24.9900|710.0000|0.0000|0.0000|2048014|14|5|5|False
2056042|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2048017|7|3|2|False
2056043|1|500028|2.7560|2.7560|27.2300|75.0000|0.0000|0.0000|2048018|11|4|3|False
2056044|1|500028|2.2030|2.2030|27.2300|60.0000|0.0000|0.0000|2048016|11|4|3|False
2056045|1|500028|1.8360|1.8360|27.2300|50.0000|0.0000|0.0000|2048019|8|3|3|False
2056046|1|500018|4.9140|4.9140|27.5000|135.1000|0.0000|0.0000|2048015|7|3|2|False
2056047|1|500031|39.1540|39.1540|25.5400|1000.0000|0.0000|0.0000|2048020|6|2|1|False
2056048|1|500018|4.3640|4.3640|27.5000|120.0000|0.0000|0.0000|2048021|7|3|2|False
2056049|1|500018|3.2730|3.2730|27.5000|90.0000|0.0000|0.0000|2048023|7|3|2|False
2056050|1|500028|2.9380|2.9380|27.2300|80.0000|0.0000|0.0000|2048022|11|4|3|False
2056051|1|500028|3.6720|3.6720|27.2300|100.0000|0.0000|0.0000|2048024|8|3|3|False
2056052|1|500028|11.0170|11.0170|27.2300|300.0000|0.0000|0.0000|2048025|2|1|3|False
2056053|1|500028|2.2040|2.2040|27.2300|60.0000|0.0000|0.0000|2048026|8|3|3|False
2056054|1|500018|3.0960|3.0960|27.5000|85.1000|0.0000|0.0000|2048027|7|3|2|False
2056055|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2048028|10|4|2|False
2056056|1|500018|3.6360|3.6360|27.5000|100.0000|0.0000|0.0000|2048029|7|3|2|False
2056057|1|500031|11.7460|11.7460|25.5400|300.0000|0.0000|0.0000|2048032|6|2|1|False
2056058|1|500028|3.6720|3.6720|27.2300|100.0000|0.0000|0.0000|2048031|8|3|3|False
2056059|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2048030|10|4|2|False
2056060|1|500018|3.6360|3.6360|27.5000|100.0000|0.0000|0.0000|2048033|7|3|2|False
2056061|1|500018|21.8180|21.8180|27.5000|600.0000|0.0000|0.0000|2048034|4|2|2|False
2056062|1|500028|2.7560|2.7560|27.2300|75.0000|0.0000|0.0000|2048035|8|3|3|False
2056063|1|500028|1.4690|1.4690|27.2300|40.0000|0.0000|0.0000|2048037|8|3|3|False
2056064|1|500028|1.8360|1.8360|27.2300|50.0000|0.0000|0.0000|2048036|5|2|3|False
2056065|1|500028|1.8360|1.8360|27.2300|50.0000|0.0000|0.0000|2048038|11|4|3|False
2056066|1|500018|2.7290|2.7290|27.5000|75.0000|0.0000|0.0000|2048039|7|3|2|False
2056067|1|500018|2.1850|2.1850|27.5000|60.1000|0.0000|0.0000|2048040|7|3|2|False
2056068|1|500028|26.7930|26.7930|27.2300|729.6000|0.0000|0.0000|2048041|11|4|3|False
2056069|1|500018|3.6360|3.6360|27.5000|100.0000|0.0000|0.0000|2048042|7|3|2|False
2056070|1|500018|47.2710|47.2710|27.5000|1300.0000|0.0000|0.0000|2048043|4|2|2|False
2056071|1|500028|2.2030|2.2030|27.2300|60.0000|0.0000|0.0000|2048044|8|3|3|False
2056072|1|500031|11.7460|11.7460|25.5400|300.0000|0.0000|0.0000|2048045|18|6|1|False
2056073|1|500028|1.4690|1.4690|27.2300|40.0000|0.0000|0.0000|2048047|8|3|3|False
2056074|1|500018|54.5480|54.5480|27.5000|1500.1000|0.0000|0.0000|2048046|1|1|2|False
2056075|1|500028|2.5710|2.5710|27.2300|70.0000|0.0000|0.0000|2048048|8|3|3|False
2056076|1|500028|11.0170|11.0170|27.2300|300.0000|0.0000|0.0000|2048050|5|2|3|False
2056077|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2048051|7|3|2|False
2056078|1|500028|1.8360|1.8360|27.2300|50.0000|0.0000|0.0000|2048049|11|4|3|False
2056079|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2048052|7|3|2|False
2056080|1|500028|1.8360|1.8360|27.2300|50.0000|0.0000|0.0000|2048053|11|4|3|False
2056081|1|500031|11.7460|11.7460|25.5400|300.0000|0.0000|0.0000|2048054|18|6|1|False
2056082|1|500018|18.1820|18.1820|27.5000|500.0000|0.0000|0.0000|2048055|4|2|2|False
2056083|1|500031|11.7460|11.7460|25.5400|300.0000|0.0000|0.0000|2048056|12|4|1|False
2056084|1|500028|2.2030|2.2030|27.2300|60.0000|0.0000|0.0000|2048058|8|3|3|False
2056085|1|501304|17.5190|17.5190|28.5400|500.0000|0.0000|0.0000|2048057|16|6|4|False
2056086|1|500020|3.6010|3.6010|24.9900|90.0000|0.0000|0.0000|2048059|14|5|5|False
2056087|1|500028|40.7630|40.7630|27.2300|1110.0000|0.0000|0.0000|2048060|5|2|3|False
2056088|1|500018|2.9110|2.9110|27.5000|80.1000|0.0000|0.0000|2048061|7|3|2|False
2056089|1|500018|2.9110|2.9110|27.5000|80.1000|0.0000|0.0000|2048062|10|4|2|False
2056090|1|500020|1.6010|1.6010|24.9900|40.0000|0.0000|0.0000|2048063|17|6|5|False
2056091|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2048064|7|3|2|False
2056092|1|500028|18.3620|18.3620|27.2300|500.0000|0.0000|0.0000|2048065|11|4|3|False
2056093|1|500028|36.7240|36.7240|27.2300|1000.0000|0.0000|0.0000|2048066|5|2|3|False
2056094|1|500020|20.0080|20.0080|24.9900|500.0000|0.0000|0.0000|2048067|17|6|5|False
2056095|1|500018|3.6360|3.6360|27.5000|100.0000|0.0000|0.0000|2048068|7|3|2|False
2056096|1|500028|1.8360|1.8360|27.2300|50.0000|0.0000|0.0000|2048069|8|3|3|False
2056097|1|500028|1.4690|1.4690|27.2300|40.0000|0.0000|0.0000|2048072|8|3|3|False
2056098|1|500018|3.6360|3.6360|27.5000|100.0000|0.0000|0.0000|2048071|7|3|2|False
2056099|1|500028|1.4690|1.4690|27.2300|40.0000|0.0000|0.0000|2048070|11|4|3|False
2056100|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2048073|10|4|2|False
2056101|1|500018|2.5450|2.5450|27.5000|70.0000|0.0000|0.0000|2048074|7|3|2|False
2056102|1|500020|8.0030|8.0030|24.9900|200.0000|0.0000|0.0000|2048075|17|6|5|False
2056103|1|500018|7.2730|7.2730|27.5000|200.0000|0.0000|0.0000|2048076|4|2|2|False
2056104|1|500018|1.8180|1.8180|27.5000|50.0000|0.0000|0.0000|2048077|7|3|2|False
2056105|1|500028|2.2030|2.2030|27.2300|60.0000|0.0000|0.0000|2048078|8|3|3|False
2056106|1|500018|2.5450|2.5450|27.5000|70.0000|0.0000|0.0000|2048079|7|3|2|False
2056107|1|500028|2.2030|2.2030|27.2300|60.0000|0.0000|0.0000|2048080|11|4|3|False
2056108|1|500018|2.9090|2.9090|27.5000|80.0000|0.0000|0.0000|2048082|10|4|2|False
2056109|1|500028|2.2040|2.2040|27.2300|60.0000|0.0000|0.0000|2048081|8|3|3|False
2056110|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2048084|10|4|2|False
2056111|1|500028|2.2030|2.2030|27.2300|60.0000|0.0000|0.0000|2048083|8|3|3|False
2056112|1|500031|58.7310|58.7310|25.5400|1500.0000|0.0000|0.0000|2048085|18|6|1|False
2056113|1|500028|3.6720|3.6720|27.2300|100.0000|0.0000|0.0000|2048086|8|3|3|False
2056114|1|500028|2.2030|2.2030|27.2300|60.0000|0.0000|0.0000|2048087|8|3|3|False
2056115|1|500028|2.5780|2.5780|27.2300|70.2000|0.0000|0.0000|2048089|11|4|3|False
2056116|1|500031|19.5770|19.5770|25.5400|500.0000|0.0000|0.0000|2048088|3|1|1|False
2056117|1|500028|2.3860|2.3860|27.2300|65.0000|0.0000|0.0000|2048091|8|3|3|False
2056118|1|500020|2.0010|2.0010|24.9900|50.0000|0.0000|0.0000|2048092|17|6|5|False
2056119|1|500028|35.4750|35.4750|27.2300|966.0000|0.0000|0.0000|2048090|5|2|3|False
2056120|1|500018|3.2740|3.2740|27.5000|90.0000|0.0000|0.0000|2048093|10|4|2|False
2056121|1|500018|1.8180|1.8180|27.5000|50.0000|0.0000|0.0000|2048094|7|3|2|False
2056122|1|500020|20.0080|20.0080|24.9900|500.0000|0.0000|0.0000|2048095|17|6|5|False
2056123|1|500018|2.9090|2.9090|27.5000|80.0000|0.0000|0.0000|2048097|10|4|2|False
2056124|1|500018|1.8180|1.8180|27.5000|50.0000|0.0000|0.0000|2048096|7|3|2|False
2056125|1|500028|2.2030|2.2030|27.2300|60.0000|0.0000|0.0000|2048098|8|3|3|False
2056126|1|500028|2.2030|2.2030|27.2300|60.0000|0.0000|0.0000|2048099|11|4|3|False
2056127|1|500028|2.2030|2.2030|27.2300|60.0000|0.0000|0.0000|2048101|8|3|3|False
2056128|1|500020|32.0130|32.0130|24.9900|800.0000|0.0000|0.0000|2048100|14|5|5|False
2056129|1|500031|19.5770|19.5770|25.5400|500.0000|0.0000|0.0000|2048102|6|2|1|False
2056130|1|500018|2.7290|2.7290|27.5000|75.0000|0.0000|0.0000|2048104|7|3|2|False
2056131|1|500020|2.4010|2.4010|24.9900|60.0000|0.0000|0.0000|2048103|17|6|5|False
2056132|1|500018|3.0940|3.0940|27.5000|85.1000|0.0000|0.0000|2048105|4|2|2|False
2056133|1|500031|39.1540|39.1540|25.5400|1000.0000|0.0000|0.0000|2048106|12|4|1|False
2056134|1|500018|3.2730|3.2730|27.5000|90.0000|0.0000|0.0000|2048107|7|3|2|False
2056135|1|500020|2.4010|2.4010|24.9900|60.0000|0.0000|0.0000|2048108|17|6|5|False
2056136|1|500018|2.9110|2.9110|27.5000|80.1000|0.0000|0.0000|2048110|7|3|2|False
2056137|1|500031|39.1540|39.1540|25.5400|1000.0000|0.0000|0.0000|2048109|6|2|1|False
2056138|1|500028|25.7070|25.7070|27.2300|700.0000|0.0000|0.0000|2048111|2|1|3|False
2056139|1|500028|35.9900|35.9900|27.2300|980.0000|0.0000|0.0000|2048112|11|4|3|False
2056140|1|500028|2.9380|2.9380|27.2300|80.0000|0.0000|0.0000|2048113|8|3|3|False
2056141|1|500018|1.8180|1.8180|27.5000|50.0000|0.0000|0.0000|2048115|7|3|2|False
2056142|1|500031|7.8310|7.8310|25.5400|200.0000|0.0000|0.0000|2048114|18|6|1|False
2056143|1|500028|1.8360|1.8360|27.2300|50.0000|0.0000|0.0000|2048116|5|2|3|False
2056144|1|500028|2.2030|2.2030|27.2300|60.0000|0.0000|0.0000|2048118|8|3|3|False
2056145|1|500018|3.6360|3.6360|27.5000|100.0000|0.0000|0.0000|2048117|7|3|2|False
2056146|1|500028|1.8360|1.8360|27.2300|50.0000|0.0000|0.0000|2048120|8|3|3|False
2056147|1|500028|1.8360|1.8360|27.2300|50.0000|0.0000|0.0000|2048119|11|4|3|False
2056148|1|500028|2.2040|2.2040|27.2300|60.0000|0.0000|0.0000|2048121|11|4|3|False
2056149|1|500018|3.6360|3.6360|27.5000|100.0000|0.0000|0.0000|2048122|7|3|2|False
2056150|1|500018|10.9090|10.9090|27.5000|300.0000|0.0000|0.0000|2048123|4|2|2|False
2056151|1|500018|3.9990|3.9990|27.5000|110.0000|0.0000|0.0000|2048124|7|3|2|False
2056152|1|500018|18.1820|18.1820|27.5000|500.0000|0.0000|0.0000|2048126|10|4|2|False
2056153|1|500018|2.9110|2.9110|27.5000|80.1000|0.0000|0.0000|2048125|7|3|2|False
2056154|1|500018|1.4550|1.4550|27.5000|40.0000|0.0000|0.0000|2048127|7|3|2|False
2056155|1|500018|2.9090|2.9090|27.5000|80.0000|0.0000|0.0000|2048128|7|3|2|False
2056156|1|500028|4.9560|4.9560|27.2300|135.0000|0.0000|0.0000|2048129|11|4|3|False
2056157|1|500018|3.6360|3.6360|27.5000|100.0000|0.0000|0.0000|2048130|7|3|2|False
2056158|1|500020|1.6010|1.6010|24.9900|40.0000|0.0000|0.0000|2048131|17|6|5|False
2056159|1|500018|2.1670|2.1670|27.5000|59.6000|0.0000|0.0000|2048132|7|3|2|False
2056160|1|500018|3.2730|3.2730|27.5000|90.0000|0.0000|0.0000|2048134|7|3|2|False
2056161|1|500018|8.0000|8.0000|27.5000|220.0000|0.0000|0.0000|2048133|10|4|2|False
2056162|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2048135|4|2|2|False
2056163|1|500028|2.9380|2.9380|27.2300|80.0000|0.0000|0.0000|2048137|5|2|3|False
2056164|1|500018|1.4550|1.4550|27.5000|40.0000|0.0000|0.0000|2048138|7|3|2|False
2056165|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2048136|7|3|2|False
2056166|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2048139|7|3|2|False
2056167|1|500018|2.9090|2.9090|27.5000|80.0000|0.0000|0.0000|2048140|4|2|2|False
2056168|1|500028|1.4690|1.4690|27.2300|40.0000|0.0000|0.0000|2048141|8|3|3|False
2056169|1|500018|2.0000|2.0000|27.5000|55.0000|0.0000|0.0000|2048142|10|4|2|False
2056170|1|500028|2.9420|2.9420|27.2300|80.1000|0.0000|0.0000|2048143|11|4|3|False
2056171|1|500020|20.0080|20.0080|24.9900|500.0000|0.0000|0.0000|2048144|17|6|5|False
2056172|1|500028|2.2030|2.2030|27.2300|60.0000|0.0000|0.0000|2048147|11|4|3|False
2056173|1|500028|7.3450|7.3450|27.2300|200.0000|0.0000|0.0000|2048145|5|2|3|False
2056174|1|500031|39.1540|39.1540|25.5400|1000.0000|0.0000|0.0000|2048146|9|3|1|False
2056175|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2048149|7|3|2|False
2056176|1|500028|1.4690|1.4690|27.2300|40.0000|0.0000|0.0000|2048148|11|4|3|False
2056177|1|500018|2.9090|2.9090|27.5000|80.0000|0.0000|0.0000|2048150|10|4|2|False
2056178|1|500018|2.9090|2.9090|27.5000|80.0000|0.0000|0.0000|2048151|4|2|2|False
2056179|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2048153|10|4|2|False
2056180|1|500028|1.4690|1.4690|27.2300|40.0000|0.0000|0.0000|2048152|8|3|3|False
2056181|1|500018|1.8180|1.8180|27.5000|50.0000|0.0000|0.0000|2048154|7|3|2|False
2056182|1|500020|2.2000|2.2000|24.9900|55.0000|0.0000|0.0000|2048155|14|5|5|False
2056183|1|500028|3.6720|3.6720|27.2300|100.0000|0.0000|0.0000|2048156|8|3|3|False
2056184|1|500028|2.9380|2.9380|27.2300|80.0000|0.0000|0.0000|2048158|8|3|3|False
2056185|1|500028|1.4690|1.4690|27.2300|40.0000|0.0000|0.0000|2048159|5|2|3|False
2056186|1|500018|1.8180|1.8180|27.5000|50.0000|0.0000|0.0000|2048163|10|4|2|False
2056187|1|500028|1.8360|1.8360|27.2300|50.0000|0.0000|0.0000|2048160|5|2|3|False
2056188|1|500018|3.6360|3.6360|27.5000|100.0000|0.0000|0.0000|2048162|4|2|2|False
2056189|1|500018|1.4550|1.4550|27.5000|40.0000|0.0000|0.0000|2048157|4|2|2|False
2056190|1|500018|2.9090|2.9090|27.5000|80.0000|0.0000|0.0000|2048161|7|3|2|False
2056191|1|500018|3.3820|3.3820|27.5000|93.0000|0.0000|0.0000|2048164|7|3|2|False
2056192|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2048165|7|3|2|False
2056193|1|500020|12.0050|12.0050|24.9900|300.0000|0.0000|0.0000|2048166|17|6|5|False
2056194|1|500028|2.2030|2.2030|27.2300|60.0000|0.0000|0.0000|2048167|11|4|3|False
2056195|1|500020|20.0080|20.0080|24.9900|500.0000|0.0000|0.0000|2048169|14|5|5|False
2056196|1|500018|10.9090|10.9090|27.5000|300.0000|0.0000|0.0000|2048170|4|2|2|False
2056197|1|500028|2.5710|2.5710|27.2300|70.0000|0.0000|0.0000|2048168|8|3|3|False
2056198|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2048172|10|4|2|False
2056199|1|500028|2.9490|2.9490|27.2300|80.3000|0.0000|0.0000|2048176|8|3|3|False
2056200|1|500018|18.1820|18.1820|27.5000|500.0000|0.0000|0.0000|2048177|4|2|2|False
2056201|1|500018|1.8180|1.8180|27.5000|50.0000|0.0000|0.0000|2048173|7|3|2|False
2056202|1|500028|2.2030|2.2030|27.2300|60.0000|0.0000|0.0000|2048171|8|3|3|False
2056203|1|500018|1.8180|1.8180|27.5000|50.0000|0.0000|0.0000|2048175|10|4|2|False
2056204|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2048174|10|4|2|False
2056205|1|500028|1.8360|1.8360|27.2300|50.0000|0.0000|0.0000|2048178|8|3|3|False
2056206|1|500028|2.2030|2.2030|27.2300|60.0000|0.0000|0.0000|2048179|8|3|3|False
2056207|1|500028|2.2030|2.2030|27.2300|60.0000|0.0000|0.0000|2048180|8|3|3|False
2056208|1|500028|2.9380|2.9380|27.2300|80.0000|0.0000|0.0000|2048181|8|3|3|False
2056209|1|500031|39.1540|39.1540|25.5400|1000.0000|0.0000|0.0000|2048182|12|4|1|False
2056210|1|500018|26.1820|26.1820|27.5000|720.0000|0.0000|0.0000|2048183|4|2|2|False
2056211|1|500018|1.8180|1.8180|27.5000|50.0000|0.0000|0.0000|2048184|7|3|2|False
2056212|1|500018|3.6360|3.6360|27.5000|100.0000|0.0000|0.0000|2048185|7|3|2|False
2056213|1|500018|3.2730|3.2730|27.5000|90.0000|0.0000|0.0000|2048186|7|3|2|False
2056214|1|500031|11.7460|11.7460|25.5400|300.0000|0.0000|0.0000|2048187|6|2|1|False
2056215|1|500018|1.8180|1.8180|27.5000|50.0000|0.0000|0.0000|2048190|10|4|2|False
2056216|1|500028|2.2030|2.2030|27.2300|60.0000|0.0000|0.0000|2048189|8|3|3|False
2056217|1|500018|2.1820|2.1820|27.5000|60.0000|0.0000|0.0000|2048188|7|3|2|False
2056218|1|500018|1.8180|1.8180|27.5000|50.0000|0.0000|0.0000|2048192|10|4|2|False
2056219|1|500018|1.8180|1.8180|27.5000|50.0000|0.0000|0.0000|2048191|7|3|2|False
2056220|1|500028|2.2030|2.2030|27.2300|60.0000|0.0000|0.0000|2048193|8|3|3|False
2056221|1|500018|3.2780|3.2780|27.5000|90.1000|0.0000|0.0000|2048194|10|4|2|False
2056222|1|500031|15.6620|15.6620|25.5400|400.0000|0.0000|0.0000|2048195|6|2|1|False
2056223|1|500018|2.5450|2.5450|27.5000|70.0000|0.0000|0.0000|2048196|7|3|2|False
2056224|1|500028|3.6720|3.6720|27.2300|100.0000|0.0000|0.0000|2048197|8|3|3|False
2056225|1|500018|3.6370|3.6370|27.5000|100.0000|0.0000|0.0000|2048199|10|4|2|False
2056226|1|500020|4.0020|4.0020|24.9900|100.0000|0.0000|0.0000|2048198|14|5|5|False
